"Low","low","Med","med","High","high"
"587.08184814453","4","585.19982910156","11","320.11605834961","26"
"809.03289794922","4","588.98181152344","11","355.26824951172","26"
"1165.5087890625","4","613.06353759766","11","373.10403442383","26"
"117.03720092773","5","696.16381835938","11","433.11050415039","26"
"122.98223114014","5","70.063385009766","12","715.41320800781","26"
"124.04167938232","5","112.05435180664","12","136.07666015625","27"
"124.05307006836","5","120.03500366211","12","173.05056762695","27"
"126.97514343262","5","121.03219604492","12","215.12533569336","27"
"136.07905578613","5","122.97995758057","12","239.13696289062","27"
"139.08560180664","5","123.04122161865","12","309.01763916016","27"
"147.04197692871","5","123.05029296875","12","313.07287597656","27"
"153.06587219238","5","129.09544372559","12","332.96878051758","27"
"167.06973266602","5","131.07400512695","12","335.05123901367","27"
"167.07501220703","5","136.08383178711","12","353.01229858398","27"
"168.07867431641","5","139.03253173828","12","365.05923461914","27"
"169.13589477539","5","139.08801269531","12","377.0778503418","27"
"170.0256652832","5","155.05656433105","12","435.00283813477","27"
"170.03099060059","5","155.05911254883","12","557.24505615234","27"
"180.04949951172","5","163.04862976074","12","164.0375213623","28"
"183.15913391113","5","186.08604431152","12","164.95845031738","28"
"184.97425842285","5","190.03031921387","12","241.03564453125","28"
"189.04740905762","5","191.06101989746","12","287.05111694336","28"
"190.02749633789","5","194.11285400391","12","313.07650756836","28"
"198.05735778809","5","195.04025268555","12","336.94488525391","28"
"199.07205200195","5","196.11882019043","12","349.0798034668","28"
"199.13555908203","5","202.07934570312","12","365.06314086914","28"
"199.1413269043","5","202.9789276123","12","406.06100463867","28"
"201.04249572754","5","204.03828430176","12","715.41870117188","28"
"201.05409240723","5","205.02714538574","12","112.05218505859","29"
"201.11502075195","5","207.05621337891","12","155.07693481445","29"
"203.01098632812","5","211.04623413086","12","175.03416442871","29"
"203.0313873291","5","213.05702209473","12","185.1579284668","29"
"204.04119873047","5","213.07194519043","12","211.04325866699","29"
"206.03602600098","5","220.12582397461","12","265.12771606445","29"
"211.15026855469","5","226.07795715332","12","276.04684448242","29"
"215.1283416748","5","226.13024902344","12","293.10653686523","29"
"218.07583618164","5","240.06475830078","12","405.05990600586","29"
"219.07389831543","5","240.08377075195","12","424.19931030273","29"
"220.10760498047","5","245.05082702637","12","429.07968139648","29"
"220.76365661621","5","245.13088989258","12","539.08361816406","29"
"222.16101074219","5","247.0467376709","12","585.13549804688","29"
"229.06521606445","5","249.14437866211","12","121.0862121582","30"
"257.05917358398","5","253.05375671387","12","123.04802703857","30"
"258.15911865234","5","254.14184570312","12","135.03344726562","30"
"265.11437988281","5","254.16467285156","12","151.01765441895","30"
"265.12103271484","5","256.03686523438","12","207.1150970459","30"
"265.12438964844","5","264.06286621094","12","228.12187194824","30"
"267.02307128906","5","267.05316162109","12","229.03425598145","30"
"283.05502319336","5","278.09674072266","12","231.07902526855","30"
"289.13098144531","5","281.04861450195","12","242.04348754883","30"
"292.0602722168","5","285.03057861328","12","243.14593505859","30"
"294.05291748047","5","285.1169128418","12","258.06381225586","30"
"294.13711547852","5","285.55923461914","12","309.03921508789","30"
"302.09121704102","5","285.85659790039","12","387.03811645508","30"
"307.06085205078","5","287.06845092773","12","505.09677124023","30"
"314.14520263672","5","287.17242431641","12","586.11572265625","30"
"320.12338256836","5","292.12670898438","12","181.09133911133","31"
"324.96563720703","5","295.06405639648","12","185.16906738281","31"
"329.01626586914","5","297.05987548828","12","200.14431762695","31"
"329.02368164062","5","300.06085205078","12","213.1615447998","31"
"332.97625732422","5","304.06423950195","12","217.09814453125","31"
"335.14111328125","5","305.06384277344","12","281.05206298828","31"
"336.9411315918","5","307.064453125","12","362.04412841797","31"
"337.06130981445","5","311.03475952148","12","418.07012939453","31"
"337.67376708984","5","311.0383605957","12","241.04833984375","32"
"339.07739257812","5","312.1252746582","12","263.16940307617","32"
